歌曲編號,歌曲名稱,歌星 A,歌星 B,路徑 1,路徑 2,歌曲檔名,新增日期,分類,歌曲注音,歌曲拼音,語別,點播次數,版權01,版權02,版權03,版權04,版權05,版權06,狀態,歌名字數,人聲,狀態2,情境,歌星A注音,歌星B注音,歌星A分類,歌星B分類,歌星A簡體,歌星B簡體,歌名簡體
999907,爹娘的眼淚只為兒女流,趙真,,\\SVR01\DISK01\,\\SVR02\DISK01\,999907.mpg,2021/11/25,,ㄉㄋㄉㄧㄌㄓㄨㄦㄋㄌ,DNDYLZWENL,國語,0,揚聲,,,,,,1,10,1,1,浪漫,ㄓㄓ,,男,,赵真,,爹娘的眼泪只为儿女流
999906,情緒失控,季彥霖,,\\SVR01\DISK01\,\\SVR02\DISK01\,999906.mpg,2021/11/25,,ㄑㄒㄕㄎ,QXSK,國語,0,揚聲,,,,,,1,4,1,1,浪漫,ㄐㄧㄌ,,女,,季彦霖,,情绪失控
999905,不小心,季彥霖,,\\SVR01\DISK01\,\\SVR02\DISK01\,999905.mpg,2021/11/25,,ㄅㄒㄒ,BXX,國語,0,揚聲,,,,,,1,3,1,1,浪漫,ㄐㄧㄌ,,女,,季彦霖,,不小心
999904,到此為止,莊心妍,,\\SVR01\DISK01\,\\SVR02\DISK01\,999904.mpg,2021/11/25,,ㄉㄘㄨㄓ,DCWZ,國語,0,揚聲,,,,,,1,4,1,1,浪漫,ㄓㄒㄧ,,女,,庄心妍,,到此为止
999903,心被愛揉碎,魏佳藝,,\\SVR01\DISK01\,\\SVR02\DISK01\,999903.mpg,2021/11/25,,ㄒㄅㄞㄖㄙ,XBARS,國語,0,揚聲,,,,,,1,5,1,1,浪漫,ㄨㄐㄧ,,女,,魏佳艺,,心被爱揉碎
999902,蚵仔麵線,琳誼,,\\SVR01\DISK01\,\\SVR02\DISK01\,999902.mpg,2021/11/25,,ㄎㄗㄇㄒ,KZMX,台語,20,揚聲,,,,,,1,4,1,1,浪漫,ㄌㄧ,,女,,琳谊,,蚵仔面线
999901,SWEET BABY,頑童MJ116,,\\SVR01\DISK01\,\\SVR02\DISK01\,999901.mpg,2021/11/25,,,,國語,93,揚聲,,,,,,1,10,1,1,浪漫,ㄨㄊ,,男,,顽童MJ116,,SWEET BABY
999900,戀戀,FIR,,\\SVR01\DISK01\,\\SVR02\DISK01\,999900.mpg,2021/11/25,,ㄌㄌ,LL,國語,0,揚聲,,,,,,1,2,1,1,浪漫,,,,,FIR,,恋恋
999899,愛在蔓延時,FIR,,\\SVR01\DISK01\,\\SVR02\DISK01\,999899.mpg,2021/11/25,,ㄞㄗㄇㄧㄕ,AZMYS,國語,0,揚聲,,,,,,1,5,1,1,浪漫,,,,,FIR,,爱在蔓延时
999898,救世主,動力火車,,\\SVR01\DISK01\,\\SVR02\DISK01\,999898.mpg,2021/11/25,,ㄐㄕㄓ,JSZ,國語,5,揚聲,,,,,,1,3,1,1,浪漫,ㄉㄌㄏㄔ,,團,,动力火车,,救世主
999897,HEAL THY MIND,周湯豪,,\\SVR01\DISK01\,\\SVR02\DISK01\,999897.mpg,2021/11/25,,,,英文,2,揚聲,,,,,,1,13,1,1,浪漫,ㄓㄊㄏ,,男,,周汤豪,,HEAL THY MIND
999896,玫瑰的祝福,方怡萍,,\\SVR01\DISK01\,\\SVR02\DISK01\,999896.mpg,2021/11/25,,ㄇㄍㄉㄓㄈ,MGDZF,台語,0,揚聲,,,,,,1,5,1,1,柔和,ㄈㄧㄆ,,女,,方怡萍,,玫瑰的祝福
999895,王功討海人,楊哲,,\\SVR01\DISK02\,\\SVR02\DISK02\,999895.mpg,2021/11/25,,ㄨㄍㄊㄏㄖ,WGTHR,台語,0,瑞影,,,,,,1,5,1,1,柔和,ㄧㄓ,,男,,杨哲,,王功讨海人
999894,三分緣七分命,陳思安,,\\SVR01\DISK02\,\\SVR02\DISK02\,999894.mpg,2021/11/25,,ㄙㄈㄩㄑㄈㄇ,SFYQFM,台語,0,瑞影,,,,,,1,6,1,1,柔和,ㄔㄙㄢ,,女,,陈思安,,三分缘七分命
999893,如果可以哭,賴慧如,,\\SVR01\DISK02\,\\SVR02\DISK02\,999893.mpg,2021/11/25,,ㄖㄍㄎㄧㄎ,RGKYK,國語,0,瑞影,,,,,,1,5,1,1,浪漫,ㄌㄏㄖ,,女,,赖慧如,,如果可以哭
999892,l愛,畢書盡,,\\SVR01\DISK02\,\\SVR02\DISK02\,999892.mpg,2021/11/25,,ㄞ,A,國語,0,瑞影,,,,,,1,2,1,1,浪漫,ㄅㄕㄐ,,男,,毕书尽,,l爱
999891,別再說你愛我,楊哲,,\\SVR01\DISK02\,\\SVR02\DISK02\,999891.mpg,2021/11/25,,ㄅㄗㄕㄋㄞㄨ,BZSNAW,台語,0,瑞影,,,,,,1,6,1,1,柔和,ㄧㄓ,,男,,杨哲,,别再说你爱我
999890,天下無敵,陳雷,,\\SVR01\DISK02\,\\SVR02\DISK02\,999890.mpg,2021/11/25,,ㄊㄒㄨㄉ,TXWD,台語,0,瑞影,,,,,,1,4,1,1,柔和,ㄔㄌ,,男,,陈雷,,天下无敌
999889,做夢人生,陳思安,劉信明,\\SVR01\DISK02\,\\SVR02\DISK02\,999889.mpg,2021/11/25,,ㄗㄇㄖㄕ,ZMRS,台語,0,瑞影,,,,,,1,4,1,1,柔和,ㄔㄙㄢ,ㄌㄒㄇ,女,男,陈思安,刘信明,做梦人生
999888,證明,賴慧如,,\\SVR01\DISK02\,\\SVR02\DISK02\,999888.mpg,2021/11/25,,ㄓㄇ,ZM,台語,0,瑞影,,,,,,1,2,1,1,柔和,ㄌㄏㄖ,,女,,赖慧如,,证明
999887,我多想變成她,愛怡良,,\\SVR01\DISK02\,\\SVR02\DISK02\,999887.mpg,2021/11/25,,ㄨㄉㄒㄅㄔㄊ,WDXBCT,國語,0,瑞影,,,,,,1,6,1,1,浪漫,,,,,爱怡良,,我多想变成她
999886,愛你愛徹底,陳雷,陳韋霖,\\SVR01\DISK02\,\\SVR02\DISK02\,999886.mpg,2021/11/25,,ㄞㄋㄞㄔㄉ,ANACD,台語,0,瑞影,,,,,,1,5,1,1,柔和,ㄔㄌ,ㄔㄨㄌ,男,女,陈雷,陈韦霖,爱你爱彻底
999885,永遠的兄弟,郭忠祐,馬國畢,\\SVR01\DISK02\,\\SVR02\DISK02\,999885.mpg,2021/11/14,,ㄩㄩㄉㄒㄉ,YYDXD,台語,1,瑞影,,,,,,1,5,1,1,柔和,ㄍㄓㄧ,ㄇㄍㄅ,男,男,郭忠祐,马国毕,永远的兄弟
999884,你哪會不識我,楊哲,謝宜君,\\SVR01\DISK02\,\\SVR02\DISK02\,999884.mpg,2021/11/14,,ㄋㄋㄏㄅㄕㄨ,NNHBSW,台語,4,瑞影,,,,,,1,6,1,1,柔和,ㄧㄓ,ㄒㄧㄐ,男,女,杨哲,谢宜君,你哪会不识我
999883,DON IT BLOW AWAY,畢書盡,,\\SVR01\DISK02\,\\SVR02\DISK02\,999883.mpg,2021/11/14,,,,國語,0,瑞影,,,,,,1,16,1,1,浪漫,ㄅㄕㄐ,,男,,毕书尽,,DON IT BLOW AWAY
999882,離開台北,TRASH,,\\SVR01\DISK02\,\\SVR02\DISK02\,999882.mpg,2021/11/14,,ㄌㄎㄊㄅ,LKTB,國語,43,瑞影,,,,,,1,4,1,1,浪漫,,,團,,TRASH,,离开台北
999881,惜別情話,陳思安,劉信明,\\SVR01\DISK02\,\\SVR02\DISK02\,999881.mpg,2021/11/14,,ㄒㄅㄑㄏ,XBQH,台語,0,瑞影,,,,,,1,4,1,1,柔和,ㄔㄙㄢ,ㄌㄒㄇ,女,男,陈思安,刘信明,惜别情话
999880,賢妻,楊哲,,\\SVR01\DISK02\,\\SVR02\DISK02\,999880.mpg,2021/11/14,,ㄒㄑ,XQ,台語,4,瑞影,,,,,,1,2,1,1,柔和,ㄧㄓ,,男,,杨哲,,贤妻
999879,未完劇本,畢書盡,,\\SVR01\DISK02\,\\SVR02\DISK02\,999879.mpg,2021/11/14,,ㄨㄨㄐㄅ,WWJB,國語,0,瑞影,,,,,,1,4,1,1,浪漫,ㄅㄕㄐ,,男,,毕书尽,,未完剧本
999878,女人的驕傲,陳思安,,\\SVR01\DISK02\,\\SVR02\DISK02\,999878.mpg,2021/11/14,,ㄋㄖㄉㄐㄠ,NRDJA,台語,0,瑞影,,,,,,1,5,1,1,柔和,ㄔㄙㄢ,,女,,陈思安,,女人的骄傲
999877,美麗的歲月,郭忠祐,賴慧如,\\SVR01\DISK02\,\\SVR02\DISK02\,999877.mpg,2021/11/14,,ㄇㄌㄉㄙㄩ,MLDSY,台語,0,瑞影,,,,,,1,5,1,1,柔和,ㄍㄓㄧ,ㄌㄏㄖ,男,女,郭忠祐,赖慧如,美丽的岁月
999876,玻璃心,黃明志,陳芳語,\\SVR01\DISK02\,\\SVR02\DISK02\,999876.mpg,2021/11/14,,ㄅㄌㄒ,BLX,國語,34,瑞影,,,,,,1,3,1,1,浪漫,ㄏㄇㄓ,ㄔㄈㄩ,男,女,黄明志,陈芳语,玻璃心
999875,藍,石白其,,\\SVR01\DISK01\,\\SVR02\DISK01\,999875.mpg,2021/11/14,,ㄌ,L,國語,11,揚聲,,,,,,1,1,1,1,浪漫,ㄕㄅㄑ,,女,,石白其,,蓝
999874,男人不說累,紀曉斌,,\\SVR01\DISK01\,\\SVR02\DISK01\,999874.mpg,2021/11/14,,ㄋㄖㄅㄕㄌ,NRBSL,國語,0,揚聲,,,,,,1,5,1,1,浪漫,ㄐㄒㄅ,,男,,纪晓斌,,男人不说累
999873,你說女人容易嗎,秋褲大叔,,\\SVR01\DISK01\,\\SVR02\DISK01\,999873.mpg,2021/11/14,,ㄋㄕㄋㄖㄖㄧㄇ,NSNRRYM,國語,0,揚聲,,,,,,1,7,1,1,浪漫,ㄑㄎㄉㄕ,,男,,秋裤大叔,,你说女人容易吗
999872,相思渡口,祁隆,,\\SVR01\DISK01\,\\SVR02\DISK01\,999872.mpg,2021/11/14,,ㄒㄙㄉㄎ,XSDK,國語,0,揚聲,,,,,,1,4,1,1,浪漫,ㄑㄌ,,男,,祁隆,,相思渡口
999871,一刀,潘旭,,\\SVR01\DISK01\,\\SVR02\DISK01\,999871.mpg,2021/11/14,,ㄧㄉ,YD,國語,0,揚聲,,,,,,1,2,1,1,浪漫,ㄆㄒ,,男,,潘旭,,一刀
999870,深情敗給時間,暴林,,\\SVR01\DISK01\,\\SVR02\DISK01\,999870.mpg,2021/11/14,,ㄕㄑㄅㄍㄕㄐ,SQBGSJ,國語,0,揚聲,,,,,,1,6,1,1,浪漫,ㄅㄌ,,女,,暴林,,深情败给时间
999869,變形金剛,魏如萱,,\\SVR01\DISK01\,\\SVR02\DISK01\,999869.mpg,2021/11/14,,ㄅㄒㄐㄍ,BXJG,國語,0,揚聲,,,,,,1,4,1,1,動感,ㄨㄖㄒ,,女,,魏如萱,,变形金刚
999868,錦繡夢,FIR,,\\SVR01\DISK01\,\\SVR02\DISK01\,999868.mpg,2021/11/14,,ㄐㄒㄇ,JXM,國語,0,揚聲,,,,,,1,3,1,1,浪漫,,,,,FIR,,锦绣梦
999867,隨便說說,黃霆睿,熊仔,\\SVR01\DISK01\,\\SVR02\DISK01\,999867.mpg,2021/11/13,,ㄙㄅㄕㄕ,SBSS,國語,0,揚聲,,,,,,1,4,1,1,浪漫,ㄏㄊㄖ,ㄒㄗ,男,男,黄霆睿,熊仔,随便说说
999866,高粱摩卡,方怡萍,高向鵬,\\SVR01\DISK01\,\\SVR02\DISK01\,999866.mpg,2021/11/13,,ㄍㄌㄇㄎ,GLMK,台語,0,揚聲,,,,,,1,4,1,1,柔和,ㄈㄧㄆ,ㄍㄒㄆ,女,男,方怡萍,高向鹏,高粱摩卡
999865,舊情歌,蔡健雅,,\\SVR01\DISK01\,\\SVR02\DISK01\,999865.mpg,2021/11/13,,ㄐㄑㄍ,JQG,國語,0,揚聲,,,,,,1,3,1,1,浪漫,ㄘㄐㄧ,,女,,蔡健雅,,旧情歌
999864,情難斷,晨熙,,\\SVR01\DISK01\,\\SVR02\DISK01\,999864.mpg,2021/11/07,,ㄑㄋㄉ,QND,國語,0,揚聲,,,,,,1,3,1,1,浪漫,ㄔㄒ,,女,,晨熙,,情难断
999863,我都等,季彥霖,,\\SVR01\DISK01\,\\SVR02\DISK01\,999863.mpg,2021/11/07,,ㄨㄉㄉ,WDD,國語,0,揚聲,,,,,,1,3,1,1,浪漫,ㄐㄧㄌ,,女,,季彦霖,,我都等
999862,找到我的天,方怡萍,,\\SVR01\DISK01\,\\SVR02\DISK01\,999862.mpg,2021/11/07,,ㄓㄉㄨㄉㄊ,ZDWDT,台語,0,揚聲,,,,,,1,5,1,1,柔和,ㄈㄧㄆ,,女,,方怡萍,,找到我的天
999861,逗點,艾雨帆,,\\SVR01\DISK01\,\\SVR02\DISK01\,999861.mpg,2021/11/07,,ㄉㄉ,DD,國語,0,揚聲,,,,,,1,2,1,1,浪漫,ㄞㄩㄈ,,女,,艾雨帆,,逗点
999860,我們,黃霆睿,,\\SVR01\DISK01\,\\SVR02\DISK01\,999860.mpg,2021/11/07,,ㄨㄇ,WM,國語,0,揚聲,,,,,,1,2,1,1,浪漫,ㄏㄊㄖ,,男,,黄霆睿,,我们
999859,有你的快樂,賴慧如,黃文星,\\SVR01\DISK02\,\\SVR02\DISK02\,999859.mpg,2021/11/07,,ㄧㄋㄉㄎㄌ,YNDKL,台語,0,瑞影,,,,,,1,5,1,1,柔和,ㄌㄏㄖ,ㄏㄨㄒ,女,男,赖慧如,黄文星,有你的快乐
999858,貪,艾怡良,,\\SVR01\DISK02\,\\SVR02\DISK02\,999858.mpg,2021/11/07,,ㄊ,T,國語,0,瑞影,,,,,,1,1,1,1,浪漫,ㄞㄧㄌ,,女,,艾怡良,,贪
999857,愛母是一種罪,賴慧如,,\\SVR01\DISK02\,\\SVR02\DISK02\,999857.mpg,2021/11/07,,ㄞㄇㄕㄧㄓㄗ,AMSYZZ,台語,2,瑞影,,,,,,1,6,1,1,柔和,ㄌㄏㄖ,,女,,赖慧如,,爱母是一种罪
999856,家,TRASH,,\\SVR01\DISK02\,\\SVR02\DISK02\,999856.mpg,2021/10/29,,ㄐ,J,國語,3,瑞影,,,,,,1,1,1,1,浪漫,,,團,,TRASH,,家
999855,EY,GJ蔣卓嘉,魏如萱,\\SVR01\DISK02\,\\SVR02\DISK02\,999855.mpg,2021/10/29,,,,國語,0,瑞影,,,,,,1,2,1,1,浪漫,ㄐㄓㄐ,ㄨㄖㄒ,男,女,GJ蒋卓嘉,魏如萱,EY
999854,故事繼續,郭忠祐,,\\SVR01\DISK02\,\\SVR02\DISK02\,999854.mpg,2021/10/29,,ㄍㄕㄐㄒ,GSJX,台語,0,瑞影,,,,,,1,4,1,1,柔和,ㄍㄓㄧ,,男,,郭忠祐,,故事继续
999853,滷肉芳,郭忠祐,,\\SVR01\DISK02\,\\SVR02\DISK02\,999853.mpg,2021/10/29,,ㄌㄖㄈ,LRF,台語,0,瑞影,,,,,,1,3,1,1,柔和,ㄍㄓㄧ,,男,,郭忠祐,,卤肉芳
999852,終究還是因為愛,TRASH,,\\SVR01\DISK02\,\\SVR02\DISK02\,999852.mpg,2021/10/29,,ㄓㄐㄏㄕㄧㄨㄞ,ZJHSYWA,國語,331,瑞影,,,,,,1,7,1,1,浪漫,,,團,,TRASH,,终究还是因为爱
999851,麻煩,YKEY,餃子,\\SVR01\DISK01\,\\SVR02\DISK01\,999851.mpg,2021/10/29,,ㄇㄈ,MF,國語,1,揚聲,,,,,,1,2,1,1,浪漫,,ㄐㄗ,男,男,YKEY,饺子,麻烦
999850,I DO,艾雨帆,,\\SVR01\DISK01\,\\SVR02\DISK01\,999850.mpg,2021/10/29,,,,國語,0,揚聲,,,,,,1,4,1,1,浪漫,ㄞㄩㄈ,,女,,艾雨帆,,I DO
999849,SHINE SHINE THE NIGHT,阿部瑪利亞,,\\SVR01\DISK01\,\\SVR02\DISK01\,999849.mpg,2021/10/29,,,,國語,0,揚聲,,,,,,1,21,1,1,浪漫,ㄚㄅㄇㄌㄧ,,女,,阿部玛利亚,,SHINE SHINE THE NIGHT
999848,哥哥呀哥哥,美秀集團,邰智源,\\SVR01\DISK01\,\\SVR02\DISK01\,999848.mpg,2021/10/29,,ㄍㄍㄧㄍㄍ,GGYGG,國語,7,揚聲,,,,,,1,5,1,1,浪漫,ㄇㄒㄐㄊ,ㄊㄓㄩ,團,男,美秀集团,邰智源,哥哥呀哥哥
999847,BRING YOU TO LIFE,木曜4超玩,,\\SVR01\DISK01\,\\SVR02\DISK01\,999847.mpg,2021/10/29,,,,國語,2,揚聲,,,,,,1,17,1,1,浪漫,ㄇㄧ ㄔㄨ,,團,,木曜4超玩,,BRING YOU TO LIFE
999846,來不急說再見,黃霆睿,,\\SVR01\DISK01\,\\SVR02\DISK01\,999846.mpg,2021/10/29,,ㄌㄅㄐㄕㄗㄐ,LBJSZJ,國語,0,揚聲,,,,,,1,6,1,1,浪漫,ㄏㄊㄖ,,男,,黄霆睿,,来不急说再见
999845,PHOTOGRAPHS,蔡健雅,CARLA BRUNI,\\SVR01\DISK01\,\\SVR02\DISK01\,999845.mpg,2021/10/29,,,,國語,0,揚聲,,,,,,1,11,1,1,浪漫,ㄘㄐㄧ,,女,女,蔡健雅,CARLA BRUNI,PHOTOGRAPHS
999844,苦糖,莊心妍,,\\SVR01\DISK01\,\\SVR02\DISK01\,999844.mpg,2021/10/25,,ㄎㄊ,KT,國語,0,揚聲,,,,,,1,2,1,1,浪漫,ㄓㄒㄧ,,女,,庄心妍,,苦糖
999843,於是我懂了,季燕霖,,\\SVR01\DISK01\,\\SVR02\DISK01\,999843.mpg,2021/10/25,,ㄩㄕㄨㄉㄌ,YSWDL,國語,0,揚聲,,,,,,1,5,1,1,浪漫,,,,,季燕霖,,于是我懂了
999842,約定,艾雨帆,,\\SVR01\DISK01\,\\SVR02\DISK01\,999842.mpg,2021/10/25,,ㄩㄉ,YD,國語,0,揚聲,,,,,,1,2,1,1,浪漫,ㄞㄩㄈ,,女,,艾雨帆,,约定
999841,莎喲娜拉,旺福,,\\SVR01\DISK01\,\\SVR02\DISK01\,999841.mpg,2021/10/25,,ㄕㄧㄋㄌ,SYNL,台語,0,揚聲,,,,,,1,4,1,1,柔和,ㄨㄈ,,團,,旺福,,莎哟娜拉
999840,有你的日常,吳蓓雅,,\\SVR01\DISK01\,\\SVR02\DISK01\,999840.mpg,2021/10/25,,ㄧㄋㄉㄖㄔ,YNDRC,國語,0,揚聲,,,,,,1,5,1,1,浪漫,ㄨㄅㄧ,,女,,吴蓓雅,,有你的日常
999839,愛你的男子漢,莊振凱,,\\SVR01\DISK02\,\\SVR02\DISK02\,999839.mpg,2021/10/25,,ㄞㄋㄉㄋㄗㄏ,ANDNZH,台語,0,瑞影,,,,,,1,6,1,1,柔和,ㄓㄓㄎ,,男,,庄振凯,,爱你的男子汉
999838,我的愛叫心痛,談詩玲,,\\SVR01\DISK02\,\\SVR02\DISK02\,999838.mpg,2021/10/25,,ㄨㄉㄞㄐㄒㄊ,WDAJXT,台語,0,瑞影,,,,,,1,6,1,1,柔和,ㄊㄕㄌ,,女,,谈诗玲,,我的爱叫心痛
999837,三聲笑,莊振凱,,\\SVR01\DISK02\,\\SVR02\DISK02\,999837.mpg,2021/10/25,,ㄙㄕㄒ,SSX,台語,0,瑞影,,,,,,1,3,1,1,柔和,ㄓㄓㄎ,,男,,庄振凯,,三声笑
999836,一秒一秒約好,AKB48,,\\SVR01\DISK02\,\\SVR02\DISK02\,999836.mpg,2021/10/25,,ㄧㄇㄧㄇㄩㄏ,YMYMYH,國語,1,瑞影,,,,,,1,6,1,1,浪漫,,,團,,AKB48,,一秒一秒约好
999835,甘是錯愛,談詩玲,,\\SVR01\DISK02\,\\SVR02\DISK02\,999835.mpg,2021/10/25,,ㄍㄕㄘㄞ,GSCA,台語,0,瑞影,,,,,,1,4,1,1,柔和,ㄊㄕㄌ,,女,,谈诗玲,,甘是错爱
999834,弦月,2021全國高中生大合唱,,\\SVR01\DISK02\,\\SVR02\DISK02\,999834.mpg,2021/10/25,,ㄒㄩ,XY,國語,0,瑞影,,,,,,1,2,1,1,浪漫,ㄑㄍㄍㄓㄕㄉㄏㄔ,,團,,2021全国高中生大合唱,,弦月
999833,讓愛飛翔,豪記群星,,\\SVR01\DISK02\,\\SVR02\DISK02\,999833.mpg,2021/10/25,,ㄖㄞㄈㄒ,RAFX,台語,0,瑞影,,,,,,1,4,1,1,柔和,ㄏㄐㄑㄒ,,團,,豪记群星,,让爱飞翔
999832,牽手情,陳怡婷,王燦,\\SVR01\DISK02\,\\SVR02\DISK02\,999832.mpg,2021/10/14,,ㄑㄕㄑ,QSQ,台語,0,瑞影,,,,,,1,3,1,1,柔和,ㄔㄧㄊ,ㄨㄘ,女,男,陈怡婷,王灿,牵手情
999831,孤獨的人我們一起出發,茄子蛋,,\\SVR01\DISK02\,\\SVR02\DISK02\,999831.mpg,2021/10/14,,ㄍㄉㄉㄖㄨㄇㄧㄑㄔㄈ,GDDRWMYQCF,國語,7,瑞影,,,,,,1,10,1,1,浪漫,ㄑㄗㄉ,,男,,茄子蛋,,孤独的人我们一起出发
999830,愛你的心,陳怡婷,,\\SVR01\DISK02\,\\SVR02\DISK02\,999830.mpg,2021/10/14,,ㄞㄋㄉㄒ,ANDX,台語,0,瑞影,,,,,,1,4,1,1,柔和,ㄔㄧㄊ,,女,,陈怡婷,,爱你的心
999829,錯錯錯,六哲,陳娟兒,\\SVR01\DISK02\,\\SVR02\DISK02\,999829.mpg,2021/10/14,,ㄘㄘㄘ,CCC,國語,1,瑞影,,,,,,1,3,1,1,浪漫,ㄌㄓ,ㄔㄐㄦ,男,女,六哲,陈娟儿,错错错
999828,變成你,TRASH,,\\SVR01\DISK02\,\\SVR02\DISK02\,999828.mpg,2021/10/14,,ㄅㄔㄋ,BCN,國語,1,瑞影,,,,,,1,3,1,1,浪漫,,,團,,TRASH,,变成你
999827,心這碇,莊振凱,,\\SVR01\DISK02\,\\SVR02\DISK02\,999827.mpg,2021/10/14,,ㄒㄓㄉ,XZD,台語,0,瑞影,,,,,,1,3,1,1,柔和,ㄓㄓㄎ,,男,,庄振凯,,心这碇
999826,迷魂酒杯,談詩玲,,\\SVR01\DISK02\,\\SVR02\DISK02\,999826.mpg,2021/10/14,,ㄇㄏㄐㄅ,MHJB,台語,0,瑞影,,,,,,1,4,1,1,柔和,ㄊㄕㄌ,,女,,谈诗玲,,迷魂酒杯
999825,敢傻敢衝,茄子蛋,,\\SVR01\DISK02\,\\SVR02\DISK02\,999825.mpg,2021/10/14,,ㄍㄕㄍㄔ,GSGC,台語,8,瑞影,,,,,,1,4,1,1,柔和,ㄑㄗㄉ,,男,,茄子蛋,,敢傻敢冲
999824,被傷過的心還可以愛誰,六哲,,\\SVR01\DISK02\,\\SVR02\DISK02\,999824.mpg,2021/10/14,,ㄅㄕㄍㄉㄒㄏㄎㄧㄞㄕ,BSGDXHKYAS,國語,2,瑞影,,,,,,1,10,1,1,浪漫,ㄌㄓ,,男,,六哲,,被伤过的心还可以爱谁
999823,思念心情,莊振凱,,\\SVR01\DISK02\,\\SVR02\DISK02\,999823.mpg,2021/10/14,,ㄙㄋㄒㄑ,SNXQ,台語,0,瑞影,,,,,,1,4,1,1,柔和,ㄓㄓㄎ,,男,,庄振凯,,思念心情
999822,夜芙蓉,談詩玲,,\\SVR01\DISK02\,\\SVR02\DISK02\,999822.mpg,2021/10/14,,ㄧㄈㄖ,YFR,台語,0,瑞影,,,,,,1,3,1,1,柔和,ㄊㄕㄌ,,女,,谈诗玲,,夜芙蓉
999821,愛情你比我想的閣較偉大,茄子蛋,,\\SVR01\DISK02\,\\SVR02\DISK02\,999821.mpg,2021/10/14,,ㄞㄑㄋㄅㄨㄒㄉㄍㄐㄨㄉ,AQNBWXDGJWD,台語,417,瑞影,,,,,,1,11,1,1,動感,ㄑㄗㄉ,,男,,茄子蛋,,爱情你比我想的阁较伟大
999820,1022-比爾的歌,BOMB比爾,,\\SVR01\DISK02\,\\SVR02\DISK02\,999820.mpg,2021/10/14,,ㄅㄦㄉㄍ,BEDG,國語,2,瑞影,,,,,,1,9,1,1,浪漫,ㄅㄦ,,男,,BOMB比尔,,1022-比尔的歌
999819,剩單節,莊心妍,,\\SVR01\DISK01\,\\SVR02\DISK01\,999819.mpg,2021/10/14,,ㄕㄉㄐ,SDJ,國語,0,揚聲,C版,,,,,1,3,1,1,浪漫,ㄓㄒㄧ,,女,,庄心妍,,剩单节
999818,難搞,吳蓓雅,,\\SVR01\DISK01\,\\SVR02\DISK01\,999818.mpg,2021/10/14,,ㄋㄍ,NG,國語,0,揚聲,,,,,,1,2,1,1,浪漫,ㄨㄅㄧ,,女,,吴蓓雅,,难搞
999817,迪士淵,大淵,,\\SVR01\DISK01\,\\SVR02\DISK01\,999817.mpg,2021/10/14,,ㄉㄕㄩ,DSY,國語,0,揚聲,,,,,,1,3,1,1,浪漫,,,,,大渊,,迪士渊
999816,後來的我,季彥霖,,\\SVR01\DISK01\,\\SVR02\DISK01\,999816.mpg,2021/10/10,,ㄏㄌㄉㄨ,HLDW,國語,1,揚聲,C版,,,,,1,4,1,1,浪漫,ㄐㄧㄌ,,女,,季彦霖,,后来的我
999815,愛的恰恰,寶石GEM,KOZAY,\\SVR01\DISK01\,\\SVR02\DISK01\,999815.mpg,2021/10/10,,ㄞㄉㄑㄑ,ADQQ,國語,2,揚聲,C版,,,,,1,4,1,1,浪漫,ㄅㄕ,,男,男,宝石GEM,KOZAY,爱的恰恰
999814,七點半的飛行機,吳蓓雅,,\\SVR01\DISK01\,\\SVR02\DISK01\,999814.mpg,2021/10/10,,ㄑㄉㄅㄉㄈㄒㄐ,QDBDFXJ,台語,0,揚聲,,,,,,1,7,1,1,柔和,ㄨㄅㄧ,,女,,吴蓓雅,,七点半的飞行机
999813,過得爽爽,大淵,,\\SVR01\DISK01\,\\SVR02\DISK01\,999813.mpg,2021/10/11,,ㄍㄉㄕㄕ,GDSS,國語,3,揚聲,,,,,,1,4,1,1,浪漫,,,,,大渊,,过得爽爽
999812,SORRY青春,魚丁系,,\\SVR01\DISK01\,\\SVR02\DISK01\,999812.mpg,2021/10/10,,ㄑㄔ,QC,國語,0,揚聲,,,,,,1,7,1,1,浪漫,ㄩㄉㄒ,,團,,鱼丁系,,SORRY青春
999811,奶奶,魏如萱,,\\SVR01\DISK01\,\\SVR02\DISK01\,999811.mpg,2021/10/10,,ㄋㄋ,NN,國語,3,揚聲,,,,,,1,2,1,1,浪漫,ㄨㄖㄒ,,女,,魏如萱,,奶奶
999810,INTO THE WLLD,蔡健雅,阿雲嘎,\\SVR01\DISK01\,\\SVR02\DISK01\,999810.mpg,2021/10/10,,,,國語,0,揚聲,,,,,,1,13,1,1,浪漫,ㄘㄐㄧ,ㄚㄩㄍ,女,男,蔡健雅,阿云嘎,INTO THE WLLD
999809,在世界的盡頭大聲地說我恨你,魚丁系,,\\SVR01\DISK01\,\\SVR02\DISK01\,999809.mpg,2021/10/10,,ㄗㄕㄐㄉㄐㄊㄉㄕㄉㄕㄨㄏㄋ,ZSJDJTDSDSWHN,國語,0,揚聲,,,,,,1,13,1,1,浪漫,ㄩㄉㄒ,,團,,鱼丁系,,在世界的尽头大声地说我恨你
999808,陷阱,王北車,,\\SVR01\DISK01\,\\SVR02\DISK01\,999808.mpg,2021/10/02,,ㄒㄐ,XJ,國語,122,揚聲,,,,,,1,2,1,1,浪漫,ㄨㄅㄔ,,男,,王北车,,陷阱
